AccountNumber,DealNumber,Total_Amount,Total_Discount,Net_Total_Amount,Age in Days,Setup,Product,Deals_Per_Account
275397,900659,2195.88,658.6800000000001,1537.1999999999998,182.0,$1.01,Winback Listing B,1
275398,900656,2195.88,1537.08,658.8,182.0,$1.00,Winback Listing B,1
275421,20026111,1219.95,0.0,1219.95,31.0,$1.01,Winback Listing Easy Start B,2
275421,20167726,975.96,512.37,463.59,30.0,$30.00,Amnesty Listing Easy Start B,2
275445,463734,1465.44,146.54000000000002,1318.9,885.0,$25.00,Online Presence Package B,1
275451,463788,1465.44,0.0,1465.44,883.0,$49.99,Online Presence Package B,1
275455,463818,1465.44,0.0,1465.44,856.0,$1.00,Online Presence Package B,1
275518,464451,1465.44,122.12,1343.3200000000002,882.0,$25.00,Online Presence Package B,1
275530,20074034,731.98,0.0,731.98,28.0,$1.00,Amnesty Listing B,3
275530,20111121,731.98,439.18,292.8,31.0,$1.00,Amnesty Listing Easy Start B,3
275530,20189188,1097.97,0.0,1097.97,29.0,$1.00,Amnesty Listing B,3
275533,976362,2819.88,493.48,2326.4,71.0,$49.99,Winback Listing Easy Start B,1
275538,836795,366.36,91.59,274.77,275.0,$0.00,Amnesty Listing B,1
275561,464693,976.96,0.0,976.96,882.0,$25.00,Online Presence Package B,1
275635,731336,244.25,0.0,244.25,426.0,$0.00,Amnesty Listing Easy Start B,2
275635,20051976,731.97,439.16999999999996,292.79999999999995,31.0,$1.00,Amnesty Listing Easy Start B,2
275640,465399,1328.88,498.33000000000004,830.5500000000001,857.0,$24.99,Online Presence Package B,1
275655,594064,1328.76,398.52,930.24,639.0,$1.00,Winback Listing B,1
275656,465480,1221.2,0.0,1221.2,852.0,$1.00,Online Presence Package B,1
275671,20023090,439.96,0.0,439.96,29.0,$24.99,Winback Listing B,1
275672,465550,732.72,511.6,221.12,852.0,$24.99,Online Presence Package B,3
275672,20114620,731.98,439.18,292.8,40.0,$1.00,Amnesty Listing Easy Start B,3
275672,20228651,304.99,182.99,122.0,30.0,$49.99,Winback Listing Easy Start B,3
275692,465963,366.36,0.0,366.36,852.0,$49.99,Online Presence Package B,2
275692,20102128,860.93,0.0,860.93,30.0,$1.00,Amnesty Listing B,2
275725,466183,1221.2,152.65,1068.55,859.0,$49.99,Online Presence Package B,2
275725,20262113,122.99,0.0,122.99,30.0,$1.00,Amnesty Listing B,2
275783,20048487,2419.8900000000003,593.97,1825.92,31.0,$1.00,Amnesty Listing Easy Start B,1
275790,466682,977.0,0.0,977.0,852.0,$49.99,Online Presence Package B,1
275791,20102150,365.98,0.0,365.98,30.0,$49.99,Winback Listing B,1
275792,20051693,1463.96,768.57,695.39,31.0,$1.00,Amnesty Listing Easy Start B,2
275792,20146612,2195.94,988.17,1207.77,30.0,$1.00,Amnesty Listing Easy Start B,2
275795,20072061,731.96,183.0,548.96,32.0,$1.00,Winback Listing B,2
275795,20225060,731.97,439.16999999999996,292.79999999999995,28.0,$1.00,Amnesty Listing Easy Start B,2
275804,466739,2198.16,0.0,2198.16,852.0,$49.99,Online Presence Package B,1
275818,466835,2198.16,0.0,2198.16,852.0,$49.99,Online Presence Package B,1
275821,466860,2198.16,384.67,1813.49,854.0,$1.00,Online Presence Package B,1
275896,467582,4384.08,898.72,3485.3599999999997,852.0,$24.99,Online Presence Package B,1
275918,954068,2419.8900000000003,329.99,2089.9,92.0,$24.99,Winback Listing Easy Start B,1
275921,698930,2657.7599999999998,0.0,2657.7599999999998,487.0,$19.99,Winback Listing Easy Start B,1
275936,508767,1465.44,0.0,1465.44,791.0,$1.00,Winback Listing B,1
275979,20271602,365.99,219.59,146.4,30.0,$89.99,Winback Listing Easy Start B,1
275981,20104399,243.98,146.38,97.6,30.0,$49.99,Amnesty Listing B,1
276016,468729,1465.44,0.0,1465.44,852.0,$49.99,Online Presence Package B,1
276053,469205,2931.0,0.0,2931.0,852.0,$25.00,Online Presence Package B,1
276054,20236781,731.97,439.16999999999996,292.79999999999995,30.0,$1.00,Amnesty Listing Easy Start B,1
276082,469314,366.36,0.0,366.36,850.0,$1.00,Online Presence Package B,2
